Restaurant_address,Restaurant_name,online_order,book_table,Rating,Votes,location,restaurant_type,dish_liked,cuisines,Cost_for_two_people,reviews_list,listed_in_type,listed_in_city
"27, 80 Feet Road, Srinivasnagar, Banashankari, Bangalore",Mane Thindi,No,No,3.7,130,Banashankari,Quick Bites,"Coffee, Tea, Kesari Bath, Open Dosa, Vada, Idli, Bread Dosa",South Indian,200,Good Food and Service,Delivery,HSR
"Number 42, 4Th Block, 6Th Stage Banashankari, Vrishabhvachi Nagar, Opposite Rv College Of Architecture, Bangalore",Kotian Karavali Restaurant,No,No,3.5,10,Banashankari,Quick Bites,Not available,"South Indian, Biryani",300,Good Food and Service,Delivery,Sarjapur Road
"1722, 13Th Main Road 31St Cross Bsk, 2Nd Stage, Banashankari, Bangalore",Floured-Baked With Love,No,No,3.8,45,Banashankari,"Takeaway, Delivery","Cup Cake, Chocolate Cake",Bakery,400,Good Food and Service,Delivery,Bellandur
"2, 3Rd Cross, Near Pesit College, Banashankari, Bangalore",Cakes & Slices,No,No,3.5,13,Banashankari,Bakery,Not available,"Bakery, Desserts",300,Good Food and Service,Delivery,Bellandur
"8, Katriguppe Main Road, Vivekananda Nagar, 3Rd Stage, Banashankari, Bangalore",Spice 9,No,No,3.4,8,Banashankari,Quick Bites,Not available,"Biryani, North Indian, Chinese, Fast Food",300,Average Experience,Delivery,Bellandur
"594, 24 The Cross Bsk, Opposte Oriental Bank, Banashankari, Bangalore",Coffee Shopee,No,No,0,0,Banashankari,"Takeaway, Delivery",Not available,Beverages,250,Needs Improvement,Delivery,Koramangala 1st Block
"7/1, Behind Bms College Hostel, 80 Feet Road, 1St Stage, Srinivas Nagar Bank Colony, Banashankari, Bangalore",Naveen Kabab & Biriyani Mane,No,No,3.2,9,Banashankari,Quick Bites,Not available,Biryani,300,Average Experience,Delivery,Sarjapur Road
"3967, Vhbc Society, Girinagar Phase 4, Hosekerehalli Mani Road, Banashankari 3Rd Stage, Banashankari, Bangalore",Katriguppe Donne Biryani,No,No,3.2,4,Banashankari,Quick Bites,Not available,North Indian,300,Average Experience,Delivery,Bellandur
"Shop 25, 1St Cross, 50 Feet Main Road, Near Bda Park, Girinagar, Banashankari, Bangalore",Hari Super Sandwich,No,No,0,0,Banashankari,"Takeaway, Delivery",Not available,"Sandwich, Pizza, Beverages",200,Needs Improvement,Delivery,Sarjapur Road
"Near Seetha Circle, Vivekananda Park Road, Girinagar, Banashankari, Bangalore",Atithi Point Ande Ka Funda,No,No,3.1,29,Banashankari,Quick Bites,Not available,North Indian,150,Average Experience,Delivery,Sarjapur Road
"41/10, Near Pesit Collage, 8Th Main Road, 1St Cross, Dwarakanagar, Banashankari, Bangalore",Just Bake,No,No,3.4,8,Banashankari,Bakery,Not available,"Bakery, Desserts",400,Average Experience,Delivery,Richmond Road
"3148, 2Nd Cross, 4Th Phase Girinagar, Near Hosagarnahalli Cross, Banashankari, Bangalore",Dharwad Line Bazaar Mishra Pedha,No,No,0,0,Banashankari,Dessert Parlor,Not available,Mithai,150,Needs Improvement,Delivery,Lavelle Road
"662, 19Th Main, Kidney Foundation, Padmanabhan Nagar, Banashankari, Bangalore",Cake Bite,No,No,0,0,Banashankari,Bakery,Not available,Bakery,300,Needs Improvement,Delivery,MG Road
"1189, 9Th Main, Ashok Nagar, Bank 1St Stage, Banashankari, Bangalore",Aarush's Food Plaza,No,No,0,0,Banashankari,Quick Bites,Not available,"North Indian, Street Food",200,Needs Improvement,Delivery,Church Street
"27, 27Th Cross, 2Nd Stage, Banashankari, Bangalore",Wood Stove,No,No,0,0,Banashankari,"Takeaway, Delivery",Not available,South Indian,150,Needs Improvement,Delivery,Church Street
"4001/4002, Annapoorneshwari Plaza, Near Seetha Circle, Hosakerehalli Cross, Banashankari, Bangalore",Kulfi & More,No,No,0,0,Banashankari,Dessert Parlor,Not available,"Ice Cream, Desserts, Juices",150,Needs Improvement,Delivery,Church Street
"89, Near Pes College, 22Nd Main Road, Girinagar, 1St Stage, Banashankari, Bangalore",Kannadigas Karavali,No,No,0,0,Banashankari,Quick Bites,Not available,"Mangalorean, South Indian, North Indian",250,Needs Improvement,Delivery,Lavelle Road
"10Th Main, Hanumanthanagar, 50 Feet Road, Phase 1, Banashankari, Bangalore",K27 - The Pub,No,No,3.1,30,Banashankari,Bar,Not available,"Chinese, North Indian",1000,Average Experience,Delivery,St. Marks Road
"68, Opposite Icici Bank, 21St Main Road, 2Nd Stage, Banashankari, Bangalore",Bengaluru Coffee House,Yes,No,4.1,201,Banashankari,Quick Bites,"Masala Dosa, Tirupathi Pongal, Filter Coffee, Vada, Kharabath, Kali Dosa, Rava Idli","South Indian, North Indian, Chinese, Street Food",300,Very Good Service,Delivery,Richmond Road
"590, 24Th Cross, 2Nd Stage, Banashankari, Bangalore",New Mangalore Lunch Home,No,No,3.3,7,Banashankari,Quick Bites,Not available,"Mangalorean, South Indian, North Indian",200,Average Experience,Delivery,Church Street
"346, 7Th Cross, 8Th Main Road, Padmanabham Nagar, Banashankari, Bangalore",Coffee Bytes,No,No,3.1,6,Banashankari,Quick Bites,Not available,"Fast Food, South Indian",100,Average Experience,Delivery,MG Road
"17/1, Ramalh Garden, Kadieranahall Circle, Near Raghavendra Flour Mill, Dr Vishnuvardhan Main Road, Bsk 2Nd Stage, Banashankari, Bangalore",Parjanya Chat Zone,No,No,3.3,17,Banashankari,Quick Bites,Not available,"Street Food, Fast Food",200,Average Experience,Delivery,Brigade Road
"Padmanabhanagar, Banashankari, Bangalore",Kwality Wall's Swirl's Happiness Station,No,No,2.9,25,Banashankari,Dessert Parlor,Not available,"Ice Cream, Desserts",200,Average Experience,Delivery,Church Street
"29, 5Th Cross, Near Pes College, 100 Feet Road, Dwaraka Nager, Banashankari, Bangalore",Soms Kitchen & Bakes,No,No,0,0,Banashankari,Delivery,Not available,"South Indian, North Indian, Continental",400,Needs Improvement,Delivery,St. Marks Road
"692, 12Th Cross, 7Th Block Kankapura Main Road, Banashankari, Bangalore",Banashankari Nati Style,No,No,0,0,Banashankari,Quick Bites,Not available,"Biryani, Chinese, South Indian, North Indian",350,Needs Improvement,Delivery,MG Road
"28, 4Th Cross Road, Dwaraka Nagar, Banashankari, Bengaluru",Ruchi Maayaka,No,No,3.3,8,Banashankari,Delivery,Not available,South Indian,100,Average Experience,Delivery,Church Street
"3/16, 22 Main Road, Magenta Block, Pes College, Road Bank Colony, Banashankari, Bangalore",Mohitesh Hut Roll,No,No,0,0,Banashankari,Quick Bites,Not available,"Rolls, North Indian",150,Needs Improvement,Delivery,Church Street
"17/1, Ramaiah Garden, Kadirenahalli Circle, Dr Vishnuvardhan Main Road, 2Nd Stage, Banashankari, Bangalore",Sri Basaveshwar Jolada Rotti Oota,No,No,0,0,Banashankari,Quick Bites,Not available,South Indian,150,Needs Improvement,Delivery,Lavelle Road
"2/1, 7Th Main, Dwarakangar, Banashankari, Bangalore",Roll Magic Fast Food,No,No,0,0,Banashankari,"Takeaway, Delivery",Not available,"Biryani, Rolls, Chinese",200,Needs Improvement,Delivery,Church Street
"487, Cauvery Complex, S.B.M Colony, 80 Feet Road, Banashankri, Bangalore",Foodlieious Multi Cuisine,No,No,0,0,Banashankari,Quick Bites,Not available,North Indian,100,Needs Improvement,Delivery,Church Street
"10, 4Th Cross, Muneshwara Block, Devinagar, Banashankari, Bangalore",Thanishka Nati And Karavali Style,No,No,0,0,Banashankari,Quick Bites,Not available,"Biryani, Fast Food",400,Needs Improvement,Delivery,Ulsoor
"559/1, Opposite Canara Bank Atm, Pipelane Road, Sri Nagar, Banashankari, Bengaluru",Swathi Cool Point,No,No,0,0,Banashankari,Beverage Shop,Not available,"Beverages, Juices",200,Needs Improvement,Delivery,Cunningham Road
"263, 3Rd Main Road, Chikka Laksandra, Banashankari, Bangalore",Kaumudis Juoice,No,No,0,0,Banashankari,"Beverage Shop, Quick Bites",Not available,"Beverages, Fast Food, Juices",150,Needs Improvement,Delivery,Indiranagar
"57, 3Rd Cross, 80 Feet Road, Banashankari, Bangalore",Amma - Manae,No,No,0,0,Banashankari,"Takeaway, Delivery",Not available,South Indian,400,Needs Improvement,Delivery,Frazer Town
"94, Katriguppe Main Road, Opposite Pai Showroom, Banashankari, Bangalore",Sri Sai Tiffannies,No,No,0,0,Banashankari,Quick Bites,Not available,"South Indian, Chinese",150,Needs Improvement,Delivery,Lavelle Road
"66, Benaka, 2Nd Cross, 2Nd Main, Kathriguppe East, 3Rd Stage, Banashankari, Bangalore",Hotel Andhra Speices,No,No,0,0,Banashankari,Quick Bites,Not available,Andhra,250,Needs Improvement,Delivery,Lavelle Road
"617, 100 Feet Ring Road Next To Devegowda Petrol Pump, Banashankari, Bangalore",Sri Murari Family Restaurant,No,No,0,0,Banashankari,Quick Bites,Not available,Biryani,250,Needs Improvement,Delivery,Indiranagar
"209, 5Th Cross, Ag Thaneerappa Road, 1St Phase Girinagar, Ganapathi Nagar, Banashankari Stage I, Banashankari, Bengaluru",Aramane Donne Biriyani,No,No,0,0,Banashankari,Quick Bites,Not available,"South Indian, Biryani",150,Needs Improvement,Delivery,Church Street
"Bhuvaneshwari Nagar Bsk 3Rd Stage, Banashankari, Bangalore",Darkolates,No,No,0,0,Banashankari,Confectionery,Not available,Desserts,200,Needs Improvement,Delivery,Brigade Road
"77, 50 Ft Road, Hanumathnagara, Banashankari, Bangalore",Swaada Healthy Kitchen,No,No,0,0,Banashankari,"Quick Bites, Beverage Shop",Not available,"Healthy Food, Juices, Sandwich",350,Needs Improvement,Delivery,Frazer Town
"21, 80 Feet Road, 3Rd Phase, 4Th Block, 3Rd Stage, Banashankari, Bangalore",Gawdaru Mane Beriyani,No,No,0,0,Banashankari,Quick Bites,Not available,"South Indian, Biryani",300,Needs Improvement,Delivery,Cunningham Road
"1, Near Bda Complex, 24Th Main, 2Nd Stage, Banashankari, Bangalore",Melting Melodies,No,No,0,0,Banashankari,"Takeaway, Delivery",Not available,"Pizza, Fast Food",100,Needs Improvement,Delivery,Indiranagar
"No.37, Shree Complex, Next To Dominoes Pizza, Bull Temple Road, Basavanagudi, Bangalore",New Indraprasta,No,No,0,0,Banashankari,Quick Bites,Not available,"South Indian, Beverages",150,Needs Improvement,Delivery,Frazer Town
"155, 43Rd Cross Road, 8Th Block, Jayanagar, Bangalore",Anna Kuteera,Yes,No,4,771,Banashankari,Casual Dining,"Panner Tikka, Kulfi, Coffee, Pav Bhaji, Carrot Halwa, Fried Rice, Set Dosa","South Indian, North Indian, Chinese",450,Very Good Service,Delivery,Frazer Town
"No.1585, 22Nd Main,Banashankari 1St Stage",Darbar,No,No,3,98,Banashankari,Bar,"Paneer Tikka, Dal Kichadi, French Fries","North Indian, Chinese",800,Average Experience,Delivery,Lavelle Road
"39/1, R.V Road, Opposite Vijaya College, Basavanagudi, Bangalore",Vijayalakshmi,Yes,No,3.9,47,Basavanagudi,Quick Bites,Not available,South Indian,200,Good Food and Service,Delivery,Cunningham Road
"608, 21St Cross, Kumaraswamy Layout, Bangalore",Sri Udupi Food Hub,Yes,Yes,4.1,175,Jayanagar,Casual Dining,"Filter Coffee, Masala Dosa, Idli, Vada","South Indian, North Indian, Chinese, Beverages",500,Very Good Service,Delivery,Church Street
"100 Feet Ring Road, 2Nd Phase, Banashankari, Bangalore",Udupi Upahar,Yes,No,3.8,58,Banashankari,Quick Bites,Not available,"South Indian, Chinese, North Indian, Juices",300,Good Food and Service,Delivery,Indiranagar
"1, 80 Feet Road, 6Th Block, 3Rd Stage, Banashankari, Bangalore",House Of Kebabs,Yes,No,3.8,540,Basavanagudi,Casual Dining,"Rolls, Shawarma, Butter Chicken, Mutton Biryani, Lahori Chicken, Chicken Roll, Grape Juice","North Indian, Kebab, Biryani, Chinese",650,Good Food and Service,Delivery,St. Marks Road
"12, Banashankari, Bangalore",Roll N Rock,Yes,No,3.8,124,Kumaraswamy Layout,Quick Bites,"Rolls, Paratha, Chicken Biryani","Chinese, North Indian, Mughlai, Rolls",400,Good Food and Service,Delivery,Brigade Road
"1A/29 , Shop 2 , 27Th Cross, Jayanagar, Bangalore",BOX8- Desi Meals,Yes,No,4.1,340,Banashankari,"Takeaway, Delivery","Paratha, Mughlai Chicken, Masala Lemonade, Butter Chicken, Rajma, Sandwich, Salad","North Indian, Mughlai, Fast Food",500,Very Good Service,Delivery,Lavelle Road
"153, Satellite Bus Stand, Byataranyapura, Mysore Road, Bangalore",KFC,Yes,No,3.8,505,Banashankari,Quick Bites,"Burgers, French Fries","Burger, Fast Food",450,Good Food and Service,Delivery,Indiranagar
"Dayanand Sagar College Road, Kumaraswamy Layout, Bangalore",Bitez,No,No,0,0,Banashankari,Quick Bites,Not available,Fast Food,100,Needs Improvement,Delivery,Brigade Road
"Basement, Mr Complex, Near Police Station, 25Th Cross, 14Th Main, Kumaraswamy Layout, Bangalore",Roll Over,Yes,No,4.1,438,Jayanagar,Dessert Parlor,"Rolls, Ice Cream Roll, Paan Ice Cream, Coffee, Vanilla Ice Cream, Chocolate Icecreams, Mississippi Mudpie","Desserts, Ice Cream, Beverages, Fast Food, Sandwich",500,Very Good Service,Delivery,Frazer Town
"28/29, 9Th Main Road, 3Rd Block, Jayanagar, Bangalore",Imperial Restaurant,Yes,No,3.7,264,Mysore Road,Casual Dining,"Kadhai Paneer, Ghee Rice, Chicken Grill, Shawarma, Paratha, Biryani, Butter Chicken","North Indian, Chinese, Biryani, Beverages",750,Good Food and Service,Delivery,Lavelle Road
"11/2, Ground Floor, Khazi Street, Basavanagudi, Bangalore",Lassi Shop,Yes,No,3.9,169,Kumaraswamy Layout,Beverage Shop,Not available,"Beverages, Juices, Ice Cream",150,Good Food and Service,Delivery,MG Road
"4Th Cross Road, Byatarayanapura, Srinagar, Banashankari, Bangalore",The Fortuna,Yes,No,3,67,Kumaraswamy Layout,Quick Bites,Not available,"North Indian, Chinese",250,Average Experience,Delivery,Indiranagar
"28-29, 3Rd Block, 9Th Main Road, Jayanagar, Bangalore",Wahab,Yes,No,3.7,97,Jayanagar,Quick Bites,"Chicken Biryani, Rolls","North Indian, Mughlai, Chinese",350,Good Food and Service,Delivery,Old Madras Road
"92/1, Gandhi Bazaar Main Road, Basavangudi. Next To Vodafone Showroom, Basavanagudi, Bangalore",Al Diwan Biryanis And More,Yes,No,3.3,12,Basavanagudi,"Takeaway, Delivery",Not available,Biryani,300,Average Experience,Delivery,St. Marks Road
"615/1, Ground Floor, Janardhan Mansion, 10Th C Main, 32Nd D Cross, 4Th Block, Jayanagar, Bangalore",New Gowda's Fried Chicken,Yes,No,3.3,12,Banashankari,Quick Bites,Not available,Biryani,300,Average Experience,Delivery,St. Marks Road
"79, Vanivilas Road, Next To Kfc, Basavanagudi, Bangalore",Canton,Yes,No,3.6,195,Jayanagar,Casual Dining,"Roast Pork, Tai Pai Chicken, Beer, Sweet Corn Chicken Soup, Masala Peanuts, Chinese Chop Suey, Chicken Lollipop","Chinese, Seafood, Biryani",800,Good Food and Service,Delivery,Lavelle Road
"805, Ground Floor, 35C Cross, 9Th Main, 4Th Block, Jayanagar, Bangalore",Diabetics Dezire Sugarless Sweets and Bakes,Yes,No,3.3,13,Basavanagudi,"Dessert Parlor, Sweet Shop",Not available,"Desserts, Mithai",300,Average Experience,Delivery,Church Street
"1304, Kathriguppe Main Road, Ashok Nagar, Nr Colony, Basavanagudi, Bangalore",The Blue Wagon - Kitchen,Yes,No,4.6,228,Jayanagar,Cafe,"Pizza, Nachos, Garlic Maggi, Burgers, Cheese Maggi, Bruschetta Bites, Sandwich","Cafe, Beverages",400,Best Experience,Delivery,Indiranagar
"1761, Near Swathi Nursing Home, 14Th Main Road, 1St Stage, Kumaraswamy Layout, Bangalore",HOT COFFEE,Yes,No,4.1,70,Basavanagudi,Quick Bites,Not available,"South Indian, Chinese",150,Very Good Service,Delivery,Richmond Road
"374/B, 2Nd Phase, Bsk 3Rd Stage, Srinivasa Nagar, Banashankari, Bangalore",Patio 805,Yes,Yes,4.1,364,Jayanagar,Casual Dining,"Noodles, Laksa Soup, Coffee, Veg Fritters, Vegetarian, Babycorn Manchurian, Mango Salad","Thai, Vietnamese, Asian, Chinese",1200,Very Good Service,Delivery,Koramangala 6th Block
"582,2Nd Main, 6Th Block 2Nd Phase Banshankari 3Rd Stage Bangalore-560085",Lassi Corner,Yes,No,3.7,107,Basavanagudi,Beverage Shop,Lassi,"Beverages, Ice Cream",150,Good Food and Service,Delivery,Residency Road
"3-94/1, 80 Feet Road, Near New Big Bazaar, Kathriguppe, Banashankari, Bangalore",Sagar Deluxe,Yes,No,3.2,167,Kumaraswamy Layout,Quick Bites,"Coffee, Chaat","South Indian, North Indian, Chinese, Juices",300,Average Experience,Delivery,Lavelle Road
"9/1, Behind Bms College Hostel, Hanumantha Nagar, Banashankari, Bangalore",Kanti Sweets,Yes,No,4,115,Banashankari,Sweet Shop,Not available,"Mithai, Street Food",400,Very Good Service,Delivery,Shanti Nagar
"24, Next To Roti Ghar, Gandhi Bazaar Main Road, Basavanagudi, Bangalore",Vegetalia,Yes,No,3.7,27,Banashankari,"Takeaway, Delivery",Not available,"Italian, Pizza",400,Good Food and Service,Delivery,Residency Road
"Rashtriya Vidyalaya Road, Basavanagudi, Bangalore",Aramane Donne Biryani,Yes,No,3.5,57,Banashankari,Quick Bites,Not available,Biryani,200,Good Food and Service,Delivery,Residency Road
"855/A, 5Th A Cross,10Th Main Road, Srinivasanagar, Towords Maruthi Circle, Banashankari, Bangalore",Ande Ka Funda,Yes,No,3.8,120,Banashankari,Quick Bites,Not available,"North Indian, Fast Food, Rolls",250,Good Food and Service,Delivery,St. Marks Road
"11/2, Old Market, V V Puram, Basavanagudi, Bangalore",Cake Ghar,Yes,No,3.8,15,Basavanagudi,Bakery,Not available,Bakery,400,Good Food and Service,Delivery,Shivajinagar
"1779, 14Th Main, Kumaraswamy Layout, Bangalore",Energy Addaa,Yes,No,4.2,64,Basavanagudi,Quick Bites,"Pizza, Nachos, Salads, Peri Peri Fries, Brownie, Pasta Alfredo, Spaghetti","Salad, Healthy Food, Sandwich, Juices, Burger, Desserts, Pizza",500,Very Good Service,Delivery,Brigade Road
"224/Y, 100 Feet Ring Road, 7Th Block, 3Rd Stage, Banashankari, Bangalore",Bhattara Bhojana,Yes,No,3.6,66,Banashankari,Quick Bites,Not available,South Indian,150,Good Food and Service,Delivery,Church Street
"2, Old 36, 8Th F Main, 3Rd Block, Jayanagar, Bangalore",Tandoori Knight,Yes,No,3,290,Banashankari,Quick Bites,"Chicken Grill, Biryani, Roti, Chicken Masala","North Indian, Chinese, Biryani, Kebab",450,Average Experience,Delivery,Brigade Road
"766/25-01, 47Th A Cross, Near Sangam Circle, Adarsh Gardens Apartments Road, 8Th Block, Jayanagar, Bangalore",Dev Sagar - Food Street,Yes,No,4.1,233,Basavanagudi,Quick Bites,"Chaat, Pav Bhaji, Dabeli, Vada Pav, Tawa Pulav, Panipuri, Malpua",Street Food,200,Very Good Service,Delivery,Residency Road
"1766, 14Th Main, 1St Stage, Kumaraswamy Layout, Bangalore",Mitraa Da Pizza,Yes,No,3.8,115,Kumaraswamy Layout,Quick Bites,"Pizza, Burgers","Fast Food, Pizza",250,Good Food and Service,Delivery,Brigade Road
"Opposite Bnm School, Near Bda Complex, Banashankari, Bangalore",Paradise Premium,Yes,No,3.1,119,Banashankari,Casual Dining,Not available,"Biryani, Andhra, Hyderabadi, North Indian",700,Average Experience,Delivery,Brigade Road
"728/1, 14Th Main Road, 1St Stage, Kumaraswamy Layout, Bangalore",Grazers,Yes,Yes,3.9,291,Jayanagar,Cafe,"Burgers, Panneer Butter Masala, Pasta, Hot Dog, Fries, Cheesy Pizza, Potato Wedges","Cafe, Burger, Continental, Italian, Desserts",650,Good Food and Service,Delivery,MG Road
"416, 24Th Cross, 9Th Main, 2Nd Stage, Banashankari, Bangalore",Shakes Theory,Yes,No,4.5,155,Jayanagar,Beverage Shop,"Sandwiches, Thick Shakes, Paan Shake, Brownie Bomb, Fries, Spinach Corn Sandwich, Paneer Peri Peri","Beverages, Sandwich",300,Best Experience,Delivery,Lavelle Road
"4009, 80 Feet Road, 4Th Phase, Banashankari, Bangalore",Italy,Yes,No,4.1,305,Kumaraswamy Layout,Casual Dining,"Pizza, Pasta, Spinach Salsa, Garlic Bread, Lasagne, Bruschettas, Chocolate Bomb",Italian,700,Very Good Service,Delivery,MG Road
"12, Old 387, Market Road, V.V.Puram, Basavanagudi, Bangalore",Chilli Flakes,Yes,No,3.6,46,Banashankari,Quick Bites,Not available,"Fast Food, Italian, Beverages",500,Good Food and Service,Delivery,Lavelle Road
"6Th C Main, 4Th Block, Jayanagar, Bangalore",Calcutta Cafe,Yes,No,3.5,45,Kumaraswamy Layout,Quick Bites,Not available,"Bengali, Chinese, Sandwich",350,Good Food and Service,Delivery,St. Marks Road
"1771, 14Th Main Road, 1Stage, Kumaraswamy Layout, Bangalore",Old Mumbai Ice Cream,Yes,No,3.9,38,Banashankari,Dessert Parlor,Friendly Staff,Ice Cream,150,Good Food and Service,Delivery,St. Marks Road
"1424, 14Th Main Road, 1St Stage, Kumaraswamy Layout, Bangalore",Donne Biriyani House,Yes,No,3.9,441,Banashankari,Quick Bites,Biryani,"South Indian, North Indian, Chinese, Biryani",400,Good Food and Service,Delivery,MG Road
"7/1, Behind Bms College Hostel, Hanumantha Nagar, Banashankari, Bangalore",By 2 Coffee,Yes,No,3.9,25,Basavanagudi,Quick Bites,Not available,South Indian,100,Good Food and Service,Delivery,St. Marks Road
"19, V.V.Puram National School Road, Basavanagudi, Bangalore",Kedia's Fun Food,Yes,No,4.3,630,Jayanagar,Quick Bites,"Paratha, Vada Pav, Chaat, Pav Bhaji, Panipuri, Masala Poori, Dhokla","North Indian, Street Food, Juices",200,Very Good Service,Delivery,Infantry Road
"1St Floor, Gr Plaza, Dvg Road, Near Gandhi Bazaar Circle, Basavanagudi, Bangalore",Davangere Butter Dosa Hotel,Yes,No,3.8,25,Kumaraswamy Layout,Quick Bites,Not available,South Indian,150,Good Food and Service,Delivery,Residency Road
